vertices,val,time,ProbShared,ProbShared2
5543,23265.120649,23265.120649,23265.120649,24707.956644,24707.956644,23265.120649
4139,108086.60746,108086.60746,108086.60746,116059.983613,116059.983613,108086.60746
4805,113235.590527,113235.590527,113235.590527,122396.216129,122396.216129,113235.590527
6076,115868.632847,115868.632847,115868.632847,131672.367391,131672.367391,115868.632847
3797,22305.646851,22305.646851,22305.646851,25042.976291,25042.976291,22305.646851
4427,24653.216838,24653.216838,24653.216838,25865.102629,25865.102629,24653.216838
5685,26610.000653,26610.000653,26610.000653,27270.711901,27270.711901,26610.000653
3699,58601.282684,58601.282684,58601.282684,58605.359535,58605.359535,58601.282684
4238,62067.579584,62067.579584,62067.579584,62067.579584,62067.579584,62067.579584
5608,67755.864009,67755.864009,67755.864009,67755.864009,67755.864009,67755.864009
3657,17881.669582,17881.669582,17881.669582,21019.791736,21019.791736,17881.669582
4288,21044.946042,21044.946042,21044.946042,22384.957933,22384.957933,21044.946042
5551,21919.997282,21919.997282,21919.997282,23382.444633,23382.444633,21919.997282
3844,95228.713883,95228.713883,95228.713883,100859.032268,100859.032268,95228.713883
4411,103688.23595,103688.23595,103688.23595,103696.328046,103696.328046,103688.23595
5676,109922.626968,109922.626968,109922.626968,115306.321421,115306.321421,109922.626968
3743,25287.958255,25287.958255,25287.958255,27222.960953,27222.960953,25287.958255
4283,25683.565382,25683.565382,25683.565382,28658.641612,28658.641612,25683.565382
5380,29698.764552,29698.764552,29698.764552,29701.666472,29701.666472,29698.764552
4010,24394.05075,24394.05075,24394.05075,29335.387566,29335.387566,24394.05075
4538,26998.655719,26998.655719,26998.655719,29974.607582,29974.607582,26998.655719
5640,29319.667444,29319.667444,29319.667444,31853.501875,31853.501875,29319.667444
1434,56537.482358,56537.482358,56537.482358,56541.275325,56541.275325,56537.482358
1728,268113.057111,268113.057111,268113.057111,271049.202906,271049.202906,268113.057111
2143,67267.590552,67267.590552,67267.590552,67272.98111,67272.98111,67267.590552
1670,8076.143429,8076.143429,8076.143429,8216.079112,8216.079112,8076.143429
1436,690.557069,690.557069,690.557069,690.618185,690.618185,690.557069
1716,62433.331855,62433.331855,62433.331855,62435.422826,62435.422826,62433.331855
1505,5295.201569,5295.201569,5295.201569,5295.713686,5295.713686,5295.201569
1661,16444.018187,16444.018187,16444.018187,16445.135839,16445.135839,16444.018187
2345,66354.317999,66354.317999,66354.317999,66359.405309,66359.405309,66354.317999
1743,683.425631,683.425631,683.425631,683.491869,683.491869,683.425631
